business_id,business_name,industry_id,industry,region_id,region,state,city_tier,years_in_business,revenue_band,estimated_monthly_revenue_band_midpoint,employee_count_base,legal_structure,credit_score_band_at_origination,has_prior_delinquency,owner_experience_years,online_sales_share,relationship_manager_id,onboarding_date,primary_bank_account_type
B00556,Business 00556,IND09,Wholesale Distribution,R05,Pacific Northwest,WA,Tier 1,17,500K-1M,70000,5,LLC,580-639,0,6,0.186,RM050,2023-04-30,operating
B00557,Business 00557,IND03,Construction Services,R04,West,CA,Tier 3,13,1M-3M,165000,12,Sole Proprietor,640-679,0,11,0.185,RM036,2023-05-27,operating
B00558,Business 00558,IND10,Personal Services,R01,Northeast,NY,Tier 2,19,500K-1M,70000,7,S-Corp,720-759,0,15,0.184,RM008,2023-04-29,merchant
B00559,Business 00559,IND02,Retail Stores,R04,West,CA,Tier 1,11,500K-1M,70000,5,LLC,680-719,1,8,0.184,RM007,2022-06-15,merchant
B00560,Business 00560,IND09,Wholesale Distribution,R04,West,CA,Tier 2,20,1M-3M,165000,9,Partnership,640-679,1,11,0.178,RM049,2022-05-04,merchant
B00561,Business 00561,IND08,E-commerce Sellers,R03,South,TX,Tier 3,8,500K-1M,70000,5,LLC,640-679,0,16,0.414,RM016,2023-02-28,operating
B00562,Business 00562,IND02,Retail Stores,R04,West,CA,Tier 2,7,500K-1M,70000,6,S-Corp,720-759,0,22,0.178,RM013,2023-02-02,merchant
B00563,Business 00563,IND05,Healthcare Clinics,R04,West,CA,Tier 1,20,1M-3M,165000,14,LLC,640-679,1,26,0.027,RM033,2022-12-02,mixed
B00564,Business 00564,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 1,1,500K-1M,70000,5,Sole Proprietor,680-719,0,13,0.258,RM036,2022-10-21,operating
B00565,Business 00565,IND02,Retail Stores,R06,Mountain,CO,Tier 3,1,250K-500K,35000,5,Sole Proprietor,720-759,0,26,0.143,RM026,2023-12-14,merchant
B00566,Business 00566,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 1,6,<250K,15000,2,LLC,580-639,0,2,0.354,RM054,2023-03-06,operating
B00567,Business 00567,IND11,Education & Training,R01,Northeast,NY,Tier 3,16,<250K,15000,2,S-Corp,580-639,0,9,0.227,RM018,2022-02-24,operating
B00568,Business 00568,IND06,Professional Services,R03,South,TX,Tier 1,16,250K-500K,35000,3,LLC,680-719,0,21,0.503,RM032,2023-10-20,operating
B00569,Business 00569,IND02,Retail Stores,R02,Midwest,IL,Tier 3,3,1M-3M,165000,16,S-Corp,680-719,0,8,0.137,RM024,2022-05-01,merchant
B00570,Business 00570,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 2,19,500K-1M,70000,7,LLC,680-719,0,3,0.481,RM017,2022-11-28,operating
B00571,Business 00571,IND04,Manufacturing,R03,South,TX,Tier 2,20,<250K,15000,2,C-Corp,640-679,0,14,0.337,RM013,2022-11-27,mixed
B00572,Business 00572,IND12,Hospitality & Travel,R01,Northeast,NY,Tier 1,12,500K-1M,70000,5,S-Corp,680-719,0,19,0.047,RM008,2022-03-29,operating
B00573,Business 00573,IND09,Wholesale Distribution,R02,Midwest,IL,Tier 2,13,500K-1M,70000,6,LLC,680-719,1,20,0.255,RM032,2022-07-24,operating
B00574,Business 00574,IND06,Professional Services,R05,Pacific Northwest,WA,Tier 2,2,500K-1M,70000,8,LLC,680-719,0,7,0.261,RM002,2022-10-29,merchant
B00575,Business 00575,IND08,E-commerce Sellers,R02,Midwest,IL,Tier 2,8,1M-3M,165000,12,Partnership,720-759,0,9,0.931,RM021,2022-10-15,operating
B00576,Business 00576,IND10,Personal Services,R02,Midwest,IL,Tier 1,2,3M-10M,430000,36,S-Corp,720-759,0,11,0.188,RM053,2023-06-13,operating
B00577,Business 00577,IND04,Manufacturing,R04,West,CA,Tier 2,4,500K-1M,70000,7,LLC,720-759,0,5,0.063,RM026,2022-05-24,operating
B00578,Business 00578,IND04,Manufacturing,R01,Northeast,NY,Tier 3,14,1M-3M,165000,12,S-Corp,680-719,0,24,0.101,RM012,2023-07-25,merchant
B00579,Business 00579,IND05,Healthcare Clinics,R03,South,TX,Tier 2,17,500K-1M,70000,5,C-Corp,760+,0,12,0.257,RM002,2022-08-12,merchant
B00580,Business 00580,IND03,Construction Services,R01,Northeast,NY,Tier 2,14,1M-3M,165000,17,Sole Proprietor,640-679,0,16,0.162,RM025,2023-11-10,merchant
B00581,Business 00581,IND02,Retail Stores,R04,West,CA,Tier 1,10,<250K,15000,2,LLC,640-679,0,28,0.122,RM017,2022-04-21,operating
B00582,Business 00582,IND08,E-commerce Sellers,R04,West,CA,Tier 3,18,500K-1M,70000,10,LLC,760+,0,7,0.58,RM019,2022-11-28,operating
B00583,Business 00583,IND11,Education & Training,R05,Pacific Northwest,WA,Tier 1,20,250K-500K,35000,4,LLC,720-759,0,4,0.381,RM045,2023-08-19,operating
B00584,Business 00584,IND10,Personal Services,R01,Northeast,NY,Tier 2,8,1M-3M,165000,10,C-Corp,680-719,0,7,0.427,RM026,2022-01-20,operating
B00585,Business 00585,IND06,Professional Services,R02,Midwest,IL,Tier 2,4,250K-500K,35000,3,LLC,680-719,0,11,0.053,RM027,2023-07-30,operating
B00586,Business 00586,IND03,Construction Services,R04,West,CA,Tier 3,16,500K-1M,70000,5,S-Corp,680-719,0,1,0.037,RM007,2023-09-06,operating
B00587,Business 00587,IND09,Wholesale Distribution,R02,Midwest,IL,Tier 2,4,500K-1M,70000,9,LLC,640-679,1,24,0.205,RM051,2023-09-29,operating
B00588,Business 00588,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 2,17,500K-1M,70000,6,C-Corp,680-719,0,6,0.164,RM031,2022-02-21,operating
B00589,Business 00589,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 3,14,500K-1M,70000,7,Sole Proprietor,680-719,0,25,0.316,RM016,2022-11-19,operating
B00590,Business 00590,IND05,Healthcare Clinics,R02,Midwest,IL,Tier 1,2,3M-10M,430000,21,C-Corp,580-639,1,2,0.412,RM016,2023-12-26,operating
B00591,Business 00591,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 3,3,500K-1M,70000,8,LLC,580-639,0,19,0.46,RM029,2022-08-12,merchant
B00592,Business 00592,IND04,Manufacturing,R06,Mountain,CO,Tier 2,20,1M-3M,165000,10,Partnership,640-679,0,12,0.216,RM017,2023-08-31,operating
B00593,Business 00593,IND02,Retail Stores,R01,Northeast,NY,Tier 1,11,250K-500K,35000,5,Sole Proprietor,680-719,0,4,0.272,RM021,2023-07-09,operating
B00594,Business 00594,IND08,E-commerce Sellers,R04,West,CA,Tier 2,12,250K-500K,35000,3,LLC,680-719,0,16,0.397,RM048,2023-11-25,operating
B00595,Business 00595,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 3,16,500K-1M,70000,5,Sole Proprietor,580-639,0,5,0.091,RM015,2023-02-05,operating
B00596,Business 00596,IND10,Personal Services,R02,Midwest,IL,Tier 2,19,250K-500K,35000,5,S-Corp,720-759,0,17,0.018,RM046,2022-09-28,merchant
B00597,Business 00597,IND02,Retail Stores,R03,South,TX,Tier 3,15,1M-3M,165000,11,Partnership,680-719,0,9,0.084,RM019,2023-12-27,operating
B00598,Business 00598,IND11,Education & Training,R02,Midwest,IL,Tier 2,16,<250K,15000,2,LLC,680-719,0,14,0.125,RM006,2023-03-13,operating
B00599,Business 00599,IND10,Personal Services,R03,South,TX,Tier 3,12,500K-1M,70000,5,LLC,720-759,1,20,0.019,RM038,2023-05-07,operating
B00600,Business 00600,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 1,12,500K-1M,70000,5,Sole Proprietor,760+,0,20,0.359,RM060,2022-07-14,operating
B00601,Business 00601,IND04,Manufacturing,R06,Mountain,CO,Tier 3,3,500K-1M,70000,5,Sole Proprietor,640-679,1,12,0.496,RM026,2023-11-15,mixed
B00602,Business 00602,IND01,Restaurants & Food Service,R04,West,CA,Tier 2,18,250K-500K,35000,4,LLC,680-719,0,26,0.308,RM004,2022-05-07,operating
B00603,Business 00603,IND10,Personal Services,R03,South,TX,Tier 2,4,3M-10M,430000,34,S-Corp,640-679,1,6,0.105,RM040,2022-10-18,merchant
B00604,Business 00604,IND07,Transportation & Logistics,R03,South,TX,Tier 2,4,250K-500K,35000,5,C-Corp,760+,0,21,0.539,RM028,2023-06-29,operating
B00605,Business 00605,IND11,Education & Training,R06,Mountain,CO,Tier 2,1,250K-500K,35000,4,S-Corp,640-679,0,26,0.218,RM026,2023-06-01,mixed
B00606,Business 00606,IND09,Wholesale Distribution,R05,Pacific Northwest,WA,Tier 2,10,500K-1M,70000,5,Partnership,580-639,0,4,0.062,RM001,2023-06-07,operating
B00607,Business 00607,IND10,Personal Services,R04,West,CA,Tier 2,15,500K-1M,70000,6,S-Corp,680-719,0,28,0.262,RM014,2023-08-02,operating
B00608,Business 00608,IND02,Retail Stores,R03,South,TX,Tier 2,14,500K-1M,70000,6,LLC,720-759,1,4,0.36,RM051,2023-11-12,merchant
B00609,Business 00609,IND08,E-commerce Sellers,R03,South,TX,Tier 3,10,250K-500K,35000,3,S-Corp,640-679,1,3,0.575,RM004,2023-11-30,merchant
B00610,Business 00610,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 1,5,3M-10M,430000,26,Sole Proprietor,680-719,0,15,0.458,RM006,2022-06-04,mixed
B00611,Business 00611,IND11,Education & Training,R01,Northeast,NY,Tier 1,14,3M-10M,430000,52,LLC,720-759,0,9,0.082,RM024,2022-09-03,operating
B00612,Business 00612,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 1,14,<250K,15000,3,S-Corp,580-639,0,18,0.106,RM045,2022-05-15,operating
B00613,Business 00613,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 2,19,<250K,15000,3,Sole Proprietor,580-639,0,27,0.422,RM057,2022-09-05,operating
B00614,Business 00614,IND09,Wholesale Distribution,R01,Northeast,NY,Tier 3,20,3M-10M,430000,44,Sole Proprietor,580-639,1,10,0.419,RM043,2022-08-21,merchant
B00615,Business 00615,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 1,19,<250K,15000,2,Sole Proprietor,580-639,0,2,0.623,RM012,2023-01-02,operating
B00616,Business 00616,IND06,Professional Services,R02,Midwest,IL,Tier 3,13,1M-3M,165000,14,Sole Proprietor,680-719,0,21,0.285,RM022,2022-06-17,operating
B00617,Business 00617,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 3,20,500K-1M,70000,7,LLC,640-679,0,17,0.274,RM045,2022-09-03,merchant
B00618,Business 00618,IND01,Restaurants & Food Service,R04,West,CA,Tier 2,7,500K-1M,70000,7,S-Corp,640-679,0,2,0.446,RM005,2022-06-01,operating
B00619,Business 00619,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 2,14,250K-500K,35000,3,C-Corp,720-759,0,14,0.449,RM027,2022-09-26,operating
B00620,Business 00620,IND02,Retail Stores,R04,West,CA,Tier 2,7,3M-10M,430000,22,S-Corp,640-679,0,14,0.201,RM033,2022-12-13,operating
B00621,Business 00621,IND04,Manufacturing,R02,Midwest,IL,Tier 2,2,3M-10M,430000,34,LLC,640-679,0,12,0.009,RM004,2023-06-18,operating
B00622,Business 00622,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 1,7,1M-3M,165000,9,LLC,680-719,1,28,0.567,RM031,2023-11-08,merchant
B00623,Business 00623,IND12,Hospitality & Travel,R01,Northeast,NY,Tier 3,1,1M-3M,165000,11,C-Corp,580-639,0,29,0.277,RM017,2023-06-20,operating
B00624,Business 00624,IND04,Manufacturing,R04,West,CA,Tier 2,8,1M-3M,165000,12,C-Corp,720-759,0,21,0.428,RM055,2022-09-15,operating
B00625,Business 00625,IND06,Professional Services,R02,Midwest,IL,Tier 3,1,<250K,15000,3,S-Corp,640-679,0,23,0.494,RM014,2022-12-04,operating
B00626,Business 00626,IND02,Retail Stores,R03,South,TX,Tier 1,18,250K-500K,35000,5,C-Corp,720-759,0,9,0.464,RM025,2023-05-04,operating
B00627,Business 00627,IND10,Personal Services,R03,South,TX,Tier 2,20,500K-1M,70000,9,LLC,720-759,0,11,0.267,RM020,2023-12-12,operating
B00628,Business 00628,IND02,Retail Stores,R06,Mountain,CO,Tier 1,7,<250K,15000,2,S-Corp,720-759,0,17,0.541,RM059,2022-08-27,merchant
B00629,Business 00629,IND02,Retail Stores,R04,West,CA,Tier 2,19,250K-500K,35000,4,Partnership,680-719,1,3,0.505,RM012,2023-10-21,operating
B00630,Business 00630,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 1,13,3M-10M,430000,33,C-Corp,720-759,0,19,0.207,RM060,2023-11-13,merchant
B00631,Business 00631,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 2,4,250K-500K,35000,4,C-Corp,580-639,0,12,0.596,RM045,2022-12-08,operating
B00632,Business 00632,IND03,Construction Services,R06,Mountain,CO,Tier 2,3,1M-3M,165000,16,Sole Proprietor,720-759,1,11,0.089,RM038,2022-10-09,operating
B00633,Business 00633,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 1,16,500K-1M,70000,8,Partnership,680-719,0,1,0.011,RM052,2023-06-16,merchant
B00634,Business 00634,IND11,Education & Training,R03,South,TX,Tier 1,14,1M-3M,165000,16,Sole Proprietor,580-639,0,4,0.31,RM010,2023-10-04,operating
B00635,Business 00635,IND07,Transportation & Logistics,R03,South,TX,Tier 2,6,1M-3M,165000,19,Sole Proprietor,680-719,0,20,0.436,RM008,2022-11-11,operating
B00636,Business 00636,IND04,Manufacturing,R06,Mountain,CO,Tier 3,20,<250K,15000,3,S-Corp,720-759,0,5,0.488,RM041,2023-06-23,operating
B00637,Business 00637,IND09,Wholesale Distribution,R05,Pacific Northwest,WA,Tier 2,15,250K-500K,35000,4,S-Corp,580-639,1,30,0.483,RM030,2022-05-19,merchant
B00638,Business 00638,IND10,Personal Services,R04,West,CA,Tier 3,11,500K-1M,70000,5,LLC,680-719,1,13,0.236,RM031,2022-08-18,operating
B00639,Business 00639,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 3,9,250K-500K,35000,3,C-Corp,580-639,1,10,0.35,RM030,2023-10-31,operating
B00640,Business 00640,IND11,Education & Training,R06,Mountain,CO,Tier 2,8,250K-500K,35000,4,LLC,680-719,1,12,0.378,RM040,2022-04-28,merchant
B00641,Business 00641,IND04,Manufacturing,R03,South,TX,Tier 3,12,1M-3M,165000,15,LLC,720-759,0,24,0.045,RM060,2022-08-12,operating
B00642,Business 00642,IND07,Transportation & Logistics,R04,West,CA,Tier 1,20,3M-10M,430000,45,C-Corp,680-719,0,14,0.562,RM028,2023-05-18,operating
B00643,Business 00643,IND12,Hospitality & Travel,R02,Midwest,IL,Tier 2,6,1M-3M,165000,12,LLC,640-679,0,19,0.463,RM036,2022-07-16,merchant
B00644,Business 00644,IND12,Hospitality & Travel,R02,Midwest,IL,Tier 2,2,250K-500K,35000,4,LLC,640-679,1,23,0.283,RM051,2022-02-16,operating
B00645,Business 00645,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 1,16,500K-1M,70000,5,C-Corp,720-759,0,20,0.508,RM020,2022-11-07,operating
B00646,Business 00646,IND02,Retail Stores,R03,South,TX,Tier 1,11,<250K,15000,3,S-Corp,580-639,0,5,0.536,RM030,2022-11-02,merchant
B00647,Business 00647,IND04,Manufacturing,R02,Midwest,IL,Tier 2,1,500K-1M,70000,10,Sole Proprietor,680-719,0,20,0.228,RM041,2023-10-02,operating
B00648,Business 00648,IND07,Transportation & Logistics,R03,South,TX,Tier 1,8,<250K,15000,3,LLC,640-679,1,26,0.338,RM046,2023-07-27,operating
B00649,Business 00649,IND12,Hospitality & Travel,R05,Pacific Northwest,WA,Tier 3,18,250K-500K,35000,4,Partnership,640-679,1,25,0.305,RM020,2023-02-03,operating
B00650,Business 00650,IND09,Wholesale Distribution,R05,Pacific Northwest,WA,Tier 3,20,<250K,15000,3,Partnership,720-759,0,11,0.082,RM033,2022-08-02,operating
B00651,Business 00651,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 2,8,1M-3M,165000,12,C-Corp,680-719,0,10,0.001,RM016,2022-06-09,operating
B00652,Business 00652,IND02,Retail Stores,R01,Northeast,NY,Tier 1,7,250K-500K,35000,3,C-Corp,580-639,1,20,0.496,RM027,2022-09-10,merchant
B00653,Business 00653,IND02,Retail Stores,R04,West,CA,Tier 1,2,<250K,15000,3,LLC,640-679,1,11,0.4,RM034,2022-10-14,operating
B00654,Business 00654,IND02,Retail Stores,R04,West,CA,Tier 3,5,250K-500K,35000,3,LLC,580-639,0,20,0.268,RM020,2023-10-29,operating
B00655,Business 00655,IND09,Wholesale Distribution,R03,South,TX,Tier 2,9,1M-3M,165000,18,S-Corp,720-759,0,5,0.307,RM024,2023-02-01,merchant
B00656,Business 00656,IND06,Professional Services,R06,Mountain,CO,Tier 2,1,250K-500K,35000,3,Sole Proprietor,720-759,0,22,0.322,RM028,2023-03-21,merchant
B00657,Business 00657,IND03,Construction Services,R02,Midwest,IL,Tier 1,7,250K-500K,35000,5,S-Corp,640-679,1,15,0.517,RM040,2023-08-12,merchant
B00658,Business 00658,IND01,Restaurants & Food Service,R03,South,TX,Tier 3,6,1M-3M,165000,12,C-Corp,640-679,1,18,0.109,RM038,2023-09-26,operating
B00659,Business 00659,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 1,16,500K-1M,70000,7,LLC,760+,0,11,0.5,RM027,2023-12-08,operating
B00660,Business 00660,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 2,9,500K-1M,70000,5,S-Corp,680-719,0,8,0.008,RM044,2023-03-19,operating
B00661,Business 00661,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 2,18,<250K,15000,3,LLC,680-719,1,2,0.34,RM011,2023-01-03,merchant
B00662,Business 00662,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 2,20,250K-500K,35000,3,S-Corp,680-719,0,18,0.428,RM004,2023-03-21,operating
B00663,Business 00663,IND08,E-commerce Sellers,R03,South,TX,Tier 3,3,3M-10M,430000,23,LLC,680-719,0,17,0.927,RM020,2022-04-19,merchant
B00664,Business 00664,IND06,Professional Services,R05,Pacific Northwest,WA,Tier 1,3,<250K,15000,3,LLC,680-719,0,16,0.294,RM057,2023-02-06,operating
B00665,Business 00665,IND12,Hospitality & Travel,R02,Midwest,IL,Tier 2,8,3M-10M,430000,23,LLC,640-679,0,22,0.084,RM019,2022-08-28,operating
B00666,Business 00666,IND06,Professional Services,R02,Midwest,IL,Tier 3,17,500K-1M,70000,5,C-Corp,680-719,0,11,0.274,RM009,2022-02-15,operating
B00667,Business 00667,IND06,Professional Services,R02,Midwest,IL,Tier 3,19,250K-500K,35000,3,LLC,580-639,0,25,0.39,RM051,2023-06-21,operating
B00668,Business 00668,IND05,Healthcare Clinics,R02,Midwest,IL,Tier 2,9,250K-500K,35000,4,LLC,580-639,1,20,0.124,RM017,2022-10-22,operating
B00669,Business 00669,IND09,Wholesale Distribution,R03,South,TX,Tier 3,17,250K-500K,35000,6,S-Corp,720-759,0,5,0.338,RM035,2023-04-17,merchant
B00670,Business 00670,IND02,Retail Stores,R04,West,CA,Tier 2,17,3M-10M,430000,39,LLC,680-719,0,1,0.324,RM024,2022-03-30,operating
B00671,Business 00671,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 2,9,500K-1M,70000,9,Sole Proprietor,680-719,0,1,0.459,RM033,2023-01-10,merchant
B00672,Business 00672,IND08,E-commerce Sellers,R03,South,TX,Tier 2,10,<250K,15000,3,Sole Proprietor,720-759,0,5,0.357,RM027,2023-12-27,operating
B00673,Business 00673,IND10,Personal Services,R03,South,TX,Tier 1,3,250K-500K,35000,5,S-Corp,760+,0,18,0.58,RM050,2022-09-04,operating
B00674,Business 00674,IND07,Transportation & Logistics,R03,South,TX,Tier 2,12,<250K,15000,3,LLC,720-759,0,13,0.293,RM026,2023-12-02,merchant
B00675,Business 00675,IND01,Restaurants & Food Service,R03,South,TX,Tier 1,8,1M-3M,165000,12,Sole Proprietor,720-759,0,30,0.429,RM004,2022-04-12,operating
B00676,Business 00676,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 1,6,500K-1M,70000,5,Sole Proprietor,720-759,0,14,0.309,RM054,2022-12-21,operating
B00677,Business 00677,IND08,E-commerce Sellers,R02,Midwest,IL,Tier 1,8,<250K,15000,2,Sole Proprietor,580-639,1,6,0.354,RM019,2023-05-30,operating
B00678,Business 00678,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 2,7,1M-3M,165000,11,LLC,640-679,0,21,0.3,RM028,2022-02-05,merchant
B00679,Business 00679,IND02,Retail Stores,R03,South,TX,Tier 3,6,500K-1M,70000,7,LLC,580-639,1,27,0.409,RM042,2023-09-29,mixed
B00680,Business 00680,IND02,Retail Stores,R02,Midwest,IL,Tier 2,1,1M-3M,165000,9,Partnership,640-679,0,29,0.255,RM028,2022-01-23,operating
B00681,Business 00681,IND09,Wholesale Distribution,R03,South,TX,Tier 2,19,500K-1M,70000,5,LLC,580-639,0,13,0.032,RM031,2023-12-09,operating
B00682,Business 00682,IND08,E-commerce Sellers,R02,Midwest,IL,Tier 1,20,1M-3M,165000,10,Sole Proprietor,720-759,0,8,0.366,RM057,2023-01-03,merchant
B00683,Business 00683,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 1,12,1M-3M,165000,12,S-Corp,760+,0,29,0.381,RM035,2023-08-14,operating
B00684,Business 00684,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 2,15,250K-500K,35000,5,LLC,580-639,1,26,0.296,RM012,2023-07-01,operating
B00685,Business 00685,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 1,15,3M-10M,430000,28,S-Corp,640-679,0,7,0.494,RM039,2023-10-05,operating
B00686,Business 00686,IND12,Hospitality & Travel,R01,Northeast,NY,Tier 1,12,500K-1M,70000,9,S-Corp,680-719,0,11,0.071,RM031,2023-01-04,operating
B00687,Business 00687,IND03,Construction Services,R01,Northeast,NY,Tier 1,20,<250K,15000,2,Sole Proprietor,680-719,0,25,0.041,RM018,2023-12-29,operating
B00688,Business 00688,IND09,Wholesale Distribution,R04,West,CA,Tier 2,19,500K-1M,70000,5,S-Corp,760+,0,4,0.224,RM043,2023-12-14,merchant
B00689,Business 00689,IND07,Transportation & Logistics,R03,South,TX,Tier 3,7,250K-500K,35000,3,Sole Proprietor,580-639,0,18,0.16,RM040,2023-07-15,operating
B00690,Business 00690,IND06,Professional Services,R06,Mountain,CO,Tier 1,17,3M-10M,430000,24,S-Corp,680-719,0,28,0.059,RM023,2022-12-11,operating
B00691,Business 00691,IND04,Manufacturing,R01,Northeast,NY,Tier 3,1,<250K,15000,3,S-Corp,680-719,0,26,0.277,RM023,2023-09-04,merchant
B00692,Business 00692,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 2,5,<250K,15000,2,LLC,680-719,0,14,0.277,RM060,2022-07-12,operating
B00693,Business 00693,IND11,Education & Training,R06,Mountain,CO,Tier 1,15,250K-500K,35000,3,C-Corp,760+,0,10,0.339,RM053,2023-12-19,merchant
B00694,Business 00694,IND06,Professional Services,R03,South,TX,Tier 3,20,250K-500K,35000,5,LLC,680-719,1,10,0.063,RM035,2023-11-11,merchant
B00695,Business 00695,IND03,Construction Services,R05,Pacific Northwest,WA,Tier 2,16,3M-10M,430000,28,C-Corp,640-679,0,28,0.213,RM042,2022-01-25,merchant
B00696,Business 00696,IND11,Education & Training,R03,South,TX,Tier 3,12,3M-10M,430000,22,LLC,680-719,1,26,0.063,RM036,2022-05-09,operating
B00697,Business 00697,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 3,20,250K-500K,35000,5,C-Corp,640-679,0,26,0.266,RM034,2023-03-13,operating
B00698,Business 00698,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 3,1,<250K,15000,3,LLC,680-719,1,16,0.175,RM059,2022-04-24,operating
B00699,Business 00699,IND12,Hospitality & Travel,R01,Northeast,NY,Tier 1,6,1M-3M,165000,15,S-Corp,640-679,1,13,0.159,RM058,2022-03-03,merchant
B00700,Business 00700,IND03,Construction Services,R05,Pacific Northwest,WA,Tier 2,8,250K-500K,35000,4,Sole Proprietor,680-719,0,26,0.242,RM025,2022-07-11,operating
B00701,Business 00701,IND08,E-commerce Sellers,R06,Mountain,CO,Tier 2,15,250K-500K,35000,4,S-Corp,640-679,0,9,0.933,RM053,2022-01-08,merchant
B00702,Business 00702,IND03,Construction Services,R03,South,TX,Tier 2,15,250K-500K,35000,3,Sole Proprietor,760+,0,25,0.38,RM008,2023-05-20,merchant
B00703,Business 00703,IND04,Manufacturing,R03,South,TX,Tier 2,8,500K-1M,70000,6,S-Corp,640-679,1,17,0.513,RM010,2022-11-08,operating
B00704,Business 00704,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 2,17,1M-3M,165000,13,LLC,720-759,0,23,0.215,RM002,2023-08-24,merchant
