loan_id,business_id,product_type,loan_amount,start_date,interest_rate,loan_term_months,maturity_date,collateral_type,secured_flag,origination_channel,underwriting_score_band,initial_risk_grade
L001018,B01422,Revolving Credit,232430.48,2024-01-05,0.0989,24,2025-12-25,real estate,0,branch,680-719,B
L001019,B00980,Revolving Credit,34941.27,2024-01-08,0.082,24,2025-12-28,UCC lien,1,partner,720-759,B
L001020,B00211,Revolving Credit,585879.15,2024-07-03,0.0877,36,2027-06-18,receivables,1,branch,720-759,A
L001021,B00382,Revolving Credit,376267.74,2023-12-15,0.1012,18,2025-06-07,equipment,0,branch,680-719,A
L001022,B00077,Revolving Credit,38103.67,2024-01-01,0.0883,24,2025-12-21,equipment,1,relationship_manager,680-719,A
L001023,B00338,Term Loan,650003.56,2024-04-09,0.1013,24,2026-03-30,equipment,1,relationship_manager,680-719,B
L001024,B00534,Revolving Credit,26554.18,2024-07-10,0.0642,18,2026-01-01,equipment,0,branch,760+,B
L001025,B01482,Revolving Credit,49234.41,2023-07-03,0.0892,24,2025-06-22,equipment,1,online,680-719,C
L001026,B00494,Invoice Financing,168478.1,2023-07-02,0.1187,12,2024-06-26,equipment,1,branch,640-679,A
L001027,B00591,Invoice Financing,116551.01,2023-08-05,0.1386,24,2025-07-25,receivables,1,branch,580-639,B
L001028,B00176,Term Loan,178580.52,2023-04-14,0.0709,12,2024-04-08,receivables,1,partner,720-759,C
L001029,B00205,Invoice Financing,311570.42,2024-01-31,0.0887,24,2026-01-20,UCC lien,1,relationship_manager,680-719,C
L001030,B01438,Revolving Credit,162183.96,2023-02-28,0.085,24,2025-02-17,real estate,1,online,680-719,B
L001031,B00028,Invoice Financing,229933.6,2024-04-29,0.0889,24,2026-04-19,equipment,1,online,680-719,C
L001032,B00613,Revolving Credit,37903.2,2024-03-29,0.1376,36,2027-03-14,receivables,1,partner,580-639,A
L001033,B00767,Equipment Loan,78919.28,2023-08-10,0.0674,12,2024-08-04,equipment,0,online,760+,B
L001034,B01493,Term Loan,445153.81,2024-04-12,0.104,12,2025-04-07,receivables,1,branch,680-719,A
L001035,B00739,Term Loan,143547.38,2024-03-26,0.1205,48,2028-03-05,UCC lien,0,partner,640-679,C
L001036,B00117,Equipment Loan,620700.32,2024-11-01,0.0806,24,2026-10-22,equipment,1,branch,720-759,B
L001037,B01209,Merchant Cash Advance,1200000.0,2023-11-20,0.0644,36,2026-11-04,equipment,1,branch,760+,C
L001038,B00303,Merchant Cash Advance,18724.08,2023-09-02,0.1463,18,2025-02-23,equipment,1,online,580-639,B
L001039,B00679,Revolving Credit,121730.32,2023-03-31,0.1568,18,2024-09-21,UCC lien,0,branch,580-639,B
L001040,B00304,Revolving Credit,66818.28,2024-08-13,0.0573,18,2026-02-04,UCC lien,1,branch,760+,B
L001041,B01408,Revolving Credit,59998.92,2024-05-10,0.1044,18,2025-11-01,unsecured,0,relationship_manager,640-679,A
L001042,B01100,Merchant Cash Advance,494808.83,2024-11-13,0.075,24,2026-11-03,UCC lien,1,branch,720-759,B
L001043,B01281,Invoice Financing,615380.6,2023-10-04,0.0859,24,2025-09-23,equipment,1,partner,720-759,A
L001044,B01193,Equipment Loan,742441.61,2024-04-30,0.0974,24,2026-04-20,equipment,1,online,680-719,C
L001045,B00626,Term Loan,43376.4,2023-09-15,0.0837,36,2026-08-30,equipment,1,branch,720-759,B
L001046,B00975,Merchant Cash Advance,133708.42,2024-07-19,0.0898,36,2027-07-04,equipment,1,relationship_manager,720-759,A
L001047,B00138,Equipment Loan,65410.2,2024-04-06,0.0732,18,2025-09-28,receivables,1,online,720-759,B
L001048,B00001,Invoice Financing,92048.32,2023-02-15,0.0831,24,2025-02-04,receivables,1,online,720-759,C
L001049,B00535,Equipment Loan,99019.78,2023-05-10,0.0839,12,2024-05-04,equipment,1,online,720-759,B
L001050,B00499,Term Loan,105038.68,2023-08-23,0.1051,12,2024-08-17,UCC lien,0,online,680-719,A
L001051,B00664,Term Loan,72537.13,2023-06-23,0.09,24,2025-06-12,receivables,1,branch,680-719,D
L001052,B01300,Term Loan,117232.55,2024-11-24,0.1422,36,2027-11-09,UCC lien,0,relationship_manager,580-639,B
L001053,B01224,Term Loan,106143.48,2024-07-31,0.0881,36,2027-07-16,receivables,0,online,720-759,C
L001054,B00995,Revolving Credit,552709.76,2024-05-24,0.0831,18,2025-11-15,real estate,0,partner,720-759,B
L001055,B01285,Term Loan,42029.92,2023-06-21,0.1204,24,2025-06-10,unsecured,1,online,640-679,C
L001056,B00213,Term Loan,705765.09,2024-09-10,0.1439,48,2028-08-20,equipment,0,branch,580-639,A
L001057,B00355,Term Loan,22842.85,2024-11-29,0.1101,24,2026-11-19,receivables,1,online,640-679,B
L001058,B00805,Revolving Credit,291938.72,2023-04-12,0.0897,24,2025-04-01,equipment,1,online,720-759,C
L001059,B00594,Equipment Loan,142994.99,2024-09-19,0.0955,24,2026-09-09,real estate,0,online,680-719,B
L001060,B00926,Revolving Credit,182780.61,2024-11-09,0.105,12,2025-11-04,receivables,1,branch,680-719,B
L001061,B00923,Term Loan,39156.14,2023-02-23,0.1148,12,2024-02-18,unsecured,1,relationship_manager,640-679,A
L001062,B00864,Equipment Loan,81261.45,2023-09-08,0.1114,24,2025-08-28,receivables,0,partner,640-679,B
L001063,B00222,Merchant Cash Advance,98238.15,2024-11-06,0.0737,18,2026-04-30,UCC lien,1,partner,720-759,A
L001064,B00795,Term Loan,74985.22,2023-05-05,0.1363,48,2027-04-14,UCC lien,0,partner,580-639,C
L001065,B00564,Invoice Financing,173510.51,2023-03-30,0.1074,18,2024-09-20,equipment,1,branch,680-719,B
L001066,B01076,Revolving Credit,53902.32,2023-06-03,0.1521,18,2024-11-24,receivables,1,online,580-639,C
L001067,B00007,Revolving Credit,770764.08,2024-12-10,0.0969,36,2027-11-25,equipment,1,branch,680-719,A
L001068,B00743,Invoice Financing,374848.37,2024-02-22,0.0738,12,2025-02-16,real estate,0,online,720-759,B
L001069,B01308,Equipment Loan,185437.68,2023-03-08,0.1156,18,2024-08-29,UCC lien,0,online,640-679,B
L001070,B00953,Invoice Financing,51936.81,2024-09-17,0.1514,12,2025-09-12,real estate,1,online,580-639,C
L001071,B01121,Revolving Credit,37549.67,2024-05-22,0.1553,24,2026-05-12,UCC lien,1,branch,580-639,C
L001072,B01288,Term Loan,55412.8,2023-12-27,0.124,12,2024-12-21,equipment,1,online,640-679,A
L001073,B01088,Revolving Credit,261409.77,2023-09-06,0.0992,12,2024-08-31,receivables,1,partner,680-719,B
L001074,B00243,Invoice Financing,74128.2,2023-04-01,0.0707,24,2025-03-21,equipment,0,branch,720-759,B
L001075,B00811,Equipment Loan,336651.17,2023-09-09,0.0725,12,2024-09-03,equipment,1,online,720-759,C
L001076,B01371,Term Loan,111325.21,2023-11-17,0.1434,24,2025-11-06,equipment,0,partner,580-639,B
L001077,B00439,Term Loan,1200000.0,2024-06-04,0.0792,24,2026-05-25,equipment,1,online,760+,B
L001078,B00912,Revolving Credit,785861.14,2024-01-27,0.1134,18,2025-07-20,equipment,0,branch,640-679,C
L001079,B00497,Revolving Credit,146109.21,2024-06-27,0.0768,24,2026-06-17,equipment,1,online,760+,B
L001080,B00789,Invoice Financing,87316.23,2024-01-11,0.1498,24,2025-12-31,equipment,0,online,580-639,B
L001081,B00189,Term Loan,193375.02,2024-03-19,0.0956,18,2025-09-10,receivables,0,partner,680-719,B
L001082,B01066,Invoice Financing,406191.65,2024-06-04,0.1007,18,2025-11-26,equipment,1,online,680-719,A
L001083,B00557,Equipment Loan,607014.63,2023-03-16,0.121,24,2025-03-05,receivables,1,online,640-679,B
L001084,B00894,Equipment Loan,624277.26,2024-02-09,0.1054,36,2027-01-24,equipment,1,branch,680-719,D
L001085,B00517,Revolving Credit,61802.46,2024-08-06,0.1157,24,2026-07-27,UCC lien,0,online,640-679,A
L001086,B00812,Invoice Financing,656624.53,2024-06-11,0.1428,36,2027-05-27,unsecured,0,branch,580-639,B
L001087,B00118,Revolving Credit,372216.37,2024-05-08,0.0842,18,2025-10-30,UCC lien,0,online,680-719,A
L001088,B01328,Term Loan,177603.2,2024-08-02,0.1431,12,2025-07-28,UCC lien,1,online,580-639,B
L001089,B00579,Term Loan,346248.64,2024-02-09,0.0635,48,2028-01-19,equipment,1,online,760+,A
L001090,B01305,Invoice Financing,872091.89,2023-11-15,0.09,24,2025-11-04,real estate,0,branch,720-759,D
L001091,B00004,Equipment Loan,146150.73,2023-11-08,0.119,18,2025-05-01,receivables,0,branch,640-679,B
L001092,B01312,Invoice Financing,61461.03,2023-08-27,0.1094,36,2026-08-11,equipment,0,relationship_manager,640-679,C
L001093,B00059,Term Loan,1200000.0,2024-12-22,0.0903,24,2026-12-12,UCC lien,1,branch,680-719,B
L001094,B01403,Term Loan,367646.94,2024-01-13,0.1482,18,2025-07-06,receivables,0,partner,580-639,B
L001095,B00734,Invoice Financing,62393.8,2024-07-19,0.0743,36,2027-07-04,equipment,1,online,720-759,B
L001096,B01091,Merchant Cash Advance,55385.48,2024-01-09,0.1211,18,2025-07-02,UCC lien,1,branch,640-679,C
L001097,B01239,Revolving Credit,98189.86,2023-04-10,0.0885,24,2025-03-30,real estate,1,partner,720-759,A
L001098,B00797,Equipment Loan,118420.17,2024-06-30,0.1006,18,2025-12-22,real estate,1,branch,680-719,C
L001099,B00405,Merchant Cash Advance,570522.04,2023-05-30,0.1506,18,2024-11-20,receivables,1,online,580-639,A
L001100,B00291,Term Loan,155008.65,2024-02-08,0.0977,24,2026-01-28,receivables,0,branch,680-719,A
L001101,B01296,Merchant Cash Advance,58168.17,2023-06-08,0.084,12,2024-06-02,UCC lien,0,partner,680-719,B
L001102,B00324,Revolving Credit,97980.95,2023-01-06,0.1479,24,2024-12-26,UCC lien,1,online,580-639,B
L001103,B00005,Revolving Credit,126804.07,2024-02-22,0.1351,36,2027-02-06,equipment,1,online,580-639,C
L001104,B00177,Term Loan,223048.94,2023-11-07,0.0687,24,2025-10-27,real estate,1,relationship_manager,720-759,C
L001105,B00844,Equipment Loan,672644.74,2024-10-10,0.0672,18,2026-04-03,equipment,0,partner,720-759,C
L001106,B01251,Equipment Loan,1104246.4,2023-04-25,0.099,18,2024-10-16,UCC lien,1,online,680-719,B
L001107,B00345,Invoice Financing,41857.25,2024-08-07,0.082,24,2026-07-28,equipment,0,partner,720-759,C
L001108,B00709,Revolving Credit,128340.15,2023-01-30,0.0824,24,2025-01-19,UCC lien,1,relationship_manager,720-759,C
L001109,B00230,Term Loan,83817.53,2024-09-29,0.0782,24,2026-09-19,real estate,1,branch,760+,B
L001110,B01029,Revolving Credit,188077.92,2024-03-05,0.0841,36,2027-02-18,equipment,0,branch,680-719,A
L001111,B01028,Term Loan,67123.9,2024-03-28,0.1123,24,2026-03-18,receivables,1,online,640-679,C
L001112,B00998,Term Loan,314632.44,2023-08-30,0.0839,24,2025-08-19,real estate,1,branch,680-719,B
L001113,B01381,Revolving Credit,120402.88,2024-12-05,0.0664,18,2026-05-29,UCC lien,1,partner,760+,C
L001114,B01316,Term Loan,81247.83,2023-07-10,0.0702,36,2026-06-24,receivables,1,online,760+,C
L001115,B01190,Equipment Loan,294844.86,2023-07-29,0.1394,18,2025-01-19,UCC lien,0,online,580-639,B
L001116,B00603,Invoice Financing,644875.17,2023-08-12,0.1088,24,2025-08-01,UCC lien,0,online,640-679,C
L001117,B00060,Revolving Credit,1200000.0,2024-05-02,0.0922,36,2027-04-17,real estate,1,branch,680-719,A
L001118,B00315,Revolving Credit,157509.07,2023-06-13,0.1041,18,2024-12-04,UCC lien,1,branch,640-679,B
L001119,B00201,Merchant Cash Advance,754243.13,2023-08-01,0.1043,18,2025-01-22,UCC lien,1,branch,640-679,A
L001120,B00964,Equipment Loan,266107.95,2023-01-15,0.1066,18,2024-07-08,equipment,1,partner,640-679,B
L001121,B00025,Term Loan,63351.46,2023-11-09,0.0697,24,2025-10-29,receivables,1,online,720-759,B
L001122,B01138,Invoice Financing,835844.57,2024-04-16,0.1345,24,2026-04-06,receivables,1,online,580-639,A
L001123,B01025,Revolving Credit,360226.22,2024-09-28,0.1423,18,2026-03-22,equipment,1,online,580-639,A
L001124,B00807,Term Loan,369480.91,2023-12-08,0.0724,24,2025-11-27,real estate,1,branch,760+,B
L001125,B00939,Invoice Financing,58729.65,2024-11-28,0.1066,18,2026-05-22,equipment,1,online,640-679,B
L001126,B00207,Term Loan,247100.22,2023-05-02,0.0955,24,2025-04-21,equipment,0,online,680-719,B
L001127,B00094,Invoice Financing,686919.6,2024-10-26,0.113,36,2027-10-11,UCC lien,1,online,640-679,C
L001128,B00091,Invoice Financing,1200000.0,2023-05-02,0.0845,36,2026-04-16,equipment,1,partner,680-719,B
L001129,B01384,Term Loan,305258.16,2023-05-24,0.0931,12,2024-05-18,receivables,1,relationship_manager,680-719,B
L001130,B00649,Term Loan,73908.14,2024-05-22,0.1033,36,2027-05-07,equipment,1,branch,640-679,C
L001131,B01110,Term Loan,286665.33,2023-10-27,0.0737,24,2025-10-16,UCC lien,0,branch,720-759,B
L001132,B00099,Revolving Credit,1200000.0,2024-08-28,0.0874,18,2026-02-19,equipment,1,online,720-759,B
L001133,B01277,Merchant Cash Advance,706373.09,2024-11-16,0.0732,36,2027-11-01,receivables,1,branch,760+,A
L001134,B00737,Equipment Loan,116280.13,2023-03-08,0.1089,24,2025-02-25,UCC lien,1,branch,640-679,A
L001135,B00043,Revolving Credit,94198.84,2024-04-22,0.1224,24,2026-04-12,UCC lien,0,partner,640-679,B
L001136,B00508,Term Loan,54849.37,2024-05-28,0.0907,36,2027-05-13,equipment,1,partner,680-719,C
L001137,B01049,Term Loan,79643.32,2023-11-08,0.086,18,2025-05-01,receivables,1,branch,720-759,B
L001138,B00195,Term Loan,146164.81,2023-10-24,0.0645,18,2025-04-16,UCC lien,1,partner,760+,B
L001139,B00012,Term Loan,358748.29,2023-09-08,0.0727,12,2024-09-02,equipment,0,online,720-759,A
L001140,B00824,Term Loan,47690.35,2023-02-17,0.0727,24,2025-02-06,unsecured,0,partner,720-759,B
L001141,B00010,Invoice Financing,299535.63,2023-05-01,0.0895,24,2025-04-20,equipment,1,partner,680-719,C
L001142,B00947,Revolving Credit,158283.35,2024-07-22,0.1478,36,2027-07-07,real estate,1,partner,580-639,A
L001143,B00095,Term Loan,390064.68,2024-02-15,0.077,24,2026-02-04,UCC lien,1,online,760+,A
L001144,B00385,Term Loan,47342.62,2023-12-30,0.1253,36,2026-12-14,UCC lien,1,partner,640-679,C
L001145,B01414,Equipment Loan,161479.1,2024-01-15,0.0749,24,2026-01-04,receivables,0,branch,760+,B
L001146,B01309,Revolving Credit,486348.88,2024-09-01,0.094,36,2027-08-17,equipment,0,partner,680-719,B
L001147,B01072,Term Loan,141750.71,2023-06-17,0.0917,36,2026-06-01,equipment,1,online,680-719,C
L001148,B00722,Revolving Credit,282177.82,2024-09-07,0.1158,24,2026-08-28,receivables,1,relationship_manager,640-679,A
L001149,B00295,Revolving Credit,53222.07,2024-07-22,0.1054,24,2026-07-12,equipment,1,partner,640-679,C
L001150,B00179,Invoice Financing,184346.56,2024-04-06,0.1472,36,2027-03-22,equipment,1,online,580-639,B
L001151,B00582,Term Loan,363079.64,2023-12-06,0.0564,36,2026-11-20,equipment,0,online,760+,C
L001152,B00296,Merchant Cash Advance,47797.01,2023-05-08,0.0895,18,2024-10-29,real estate,1,online,720-759,B
L001153,B00292,Merchant Cash Advance,291481.11,2023-07-10,0.1233,48,2027-06-19,real estate,0,online,640-679,B
L001154,B00985,Revolving Credit,277879.96,2024-05-14,0.0861,24,2026-05-04,receivables,1,branch,720-759,A
L001155,B00543,Invoice Financing,108577.54,2024-10-18,0.0857,36,2027-10-03,UCC lien,1,branch,720-759,D
L001156,B00209,Invoice Financing,181267.03,2024-12-10,0.0975,12,2025-12-05,receivables,0,partner,680-719,B
L001157,B00428,Equipment Loan,141053.48,2024-12-24,0.1261,18,2026-06-17,equipment,1,online,640-679,C
L001158,B00232,Revolving Credit,151922.37,2023-06-04,0.0679,18,2024-11-25,equipment,1,branch,720-759,A
L001159,B00621,Term Loan,1200000.0,2023-12-01,0.1061,24,2025-11-20,real estate,1,online,640-679,B
L001160,B00791,Merchant Cash Advance,178113.4,2023-01-29,0.0928,24,2025-01-18,equipment,0,branch,680-719,B
L001161,B01402,Term Loan,30489.36,2024-09-16,0.1021,12,2025-09-11,equipment,1,online,680-719,B
L001162,B00537,Term Loan,109683.16,2024-10-25,0.063,12,2025-10-20,real estate,0,branch,760+,C
L001163,B00441,Merchant Cash Advance,122971.2,2023-06-02,0.1366,18,2024-11-23,equipment,1,branch,580-639,C
L001164,B00821,Merchant Cash Advance,522075.09,2024-11-29,0.1223,18,2026-05-23,UCC lien,1,online,640-679,A
L001165,B01159,Invoice Financing,154087.7,2024-06-20,0.073,18,2025-12-12,UCC lien,1,branch,720-759,A
L001166,B00165,Invoice Financing,125749.86,2023-06-24,0.112,18,2024-12-15,UCC lien,0,online,640-679,B
L001167,B00846,Term Loan,139168.19,2024-05-22,0.1477,18,2025-11-13,UCC lien,1,branch,580-639,B
L001168,B00116,Revolving Credit,185521.49,2024-11-17,0.1369,24,2026-11-07,UCC lien,0,branch,580-639,C
L001169,B00255,Merchant Cash Advance,50328.16,2024-01-29,0.1445,18,2025-07-22,UCC lien,1,partner,580-639,C
L001170,B00263,Invoice Financing,146263.62,2023-06-17,0.0768,12,2024-06-11,equipment,1,branch,720-759,B
L001171,B00786,Term Loan,579634.14,2023-02-03,0.0841,18,2024-07-27,UCC lien,1,relationship_manager,720-759,B
L001172,B00401,Revolving Credit,884950.49,2023-07-23,0.0785,36,2026-07-07,equipment,1,online,720-759,A
L001173,B00255,Revolving Credit,119767.56,2023-06-01,0.1569,36,2026-05-16,UCC lien,0,partner,580-639,A
L001174,B01083,Revolving Credit,322123.22,2023-07-07,0.075,24,2025-06-26,real estate,0,online,760+,A
L001175,B00447,Term Loan,19883.6,2024-04-13,0.1243,24,2026-04-03,equipment,1,branch,640-679,A
L001176,B00215,Term Loan,49876.36,2023-01-14,0.1505,18,2024-07-07,equipment,0,online,580-639,B
L001177,B01265,Term Loan,101856.99,2023-11-19,0.0698,12,2024-11-13,receivables,0,partner,760+,B
L001178,B00807,Equipment Loan,140595.0,2024-03-22,0.0796,18,2025-09-13,UCC lien,0,relationship_manager,760+,B
L001179,B01113,Equipment Loan,40304.38,2023-02-22,0.0941,24,2025-02-11,equipment,1,branch,680-719,C
L001180,B00953,Term Loan,53599.6,2024-12-20,0.1529,18,2026-06-13,UCC lien,1,branch,580-639,B
L001181,B00647,Equipment Loan,295930.67,2023-08-22,0.096,24,2025-08-11,UCC lien,0,partner,680-719,B
L001182,B01388,Invoice Financing,662076.8,2024-09-23,0.087,24,2026-09-13,equipment,0,partner,680-719,B
L001183,B00823,Term Loan,473725.14,2024-05-27,0.0684,18,2025-11-18,unsecured,1,branch,720-759,B
L001184,B01097,Revolving Credit,39953.82,2024-03-17,0.0951,18,2025-09-08,receivables,1,online,680-719,B
L001185,B00661,Equipment Loan,58014.98,2024-10-04,0.1014,24,2026-09-24,real estate,1,online,680-719,B
L001186,B00769,Term Loan,872710.76,2023-09-20,0.0884,24,2025-09-09,UCC lien,1,partner,680-719,A
L001187,B00679,Merchant Cash Advance,317222.58,2023-12-16,0.1344,24,2025-12-05,equipment,0,partner,580-639,C
L001188,B01488,Term Loan,58919.61,2023-09-30,0.0744,24,2025-09-19,UCC lien,1,partner,720-759,B
L001189,B01011,Revolving Credit,75043.36,2023-03-21,0.0986,36,2026-03-05,UCC lien,1,relationship_manager,680-719,B
L001190,B01159,Term Loan,108060.77,2023-11-28,0.0877,24,2025-11-17,UCC lien,0,online,720-759,C
L001191,B01268,Equipment Loan,70585.65,2023-06-21,0.1411,24,2025-06-10,equipment,1,online,580-639,B
L001192,B01090,Invoice Financing,39552.9,2024-04-07,0.1398,12,2025-04-02,UCC lien,0,branch,580-639,A
L001193,B00255,Equipment Loan,79054.64,2023-06-19,0.1533,12,2024-06-13,receivables,1,online,580-639,B
L001194,B00095,Equipment Loan,823595.66,2024-08-01,0.0593,24,2026-07-22,real estate,0,online,760+,B
L001195,B00252,Revolving Credit,566332.83,2023-07-27,0.1133,18,2025-01-17,UCC lien,1,online,640-679,B
L001196,B00756,Term Loan,187144.59,2024-12-21,0.1499,12,2025-12-16,receivables,1,online,580-639,C
L001197,B00816,Invoice Financing,724599.65,2023-06-04,0.0828,18,2024-11-25,equipment,1,branch,680-719,D
L001198,B00787,Equipment Loan,163636.97,2024-05-20,0.1067,18,2025-11-11,UCC lien,1,online,680-719,A
L001199,B01062,Term Loan,115377.36,2023-08-17,0.1513,24,2025-08-06,UCC lien,1,partner,580-639,A
L001200,B01444,Revolving Credit,251104.27,2023-10-15,0.1213,24,2025-10-04,receivables,1,branch,640-679,B
L001201,B00959,Revolving Credit,99287.54,2024-10-06,0.1078,24,2026-09-26,equipment,1,online,640-679,B
L001202,B01110,Term Loan,155694.27,2023-11-19,0.0859,24,2025-11-08,real estate,1,online,720-759,C
L001203,B00459,Term Loan,34646.8,2024-07-01,0.1383,24,2026-06-21,receivables,1,partner,580-639,B
L001204,B01283,Invoice Financing,44425.05,2023-08-30,0.1056,12,2024-08-24,equipment,0,branch,680-719,A
L001205,B00430,Equipment Loan,95801.91,2024-06-08,0.0884,24,2026-05-29,equipment,0,branch,680-719,C
L001206,B00483,Term Loan,526066.03,2023-07-11,0.083,18,2025-01-01,UCC lien,1,relationship_manager,680-719,B
L001207,B00102,Equipment Loan,287834.05,2023-05-29,0.1108,18,2024-11-19,UCC lien,1,online,640-679,B
L001208,B00271,Invoice Financing,27224.6,2023-08-23,0.0595,48,2027-08-02,equipment,0,branch,760+,A
L001209,B00139,Merchant Cash Advance,279593.15,2023-10-22,0.1416,36,2026-10-06,unsecured,0,online,580-639,B
L001210,B01132,Merchant Cash Advance,161205.71,2023-04-21,0.0912,36,2026-04-05,receivables,0,online,720-759,C
L001211,B00381,Term Loan,810095.38,2023-10-30,0.1117,12,2024-10-24,equipment,0,partner,640-679,B
L001212,B00201,Merchant Cash Advance,743750.07,2024-02-19,0.1216,18,2025-08-12,receivables,0,branch,640-679,C
L001213,B00366,Equipment Loan,268879.71,2024-01-16,0.144,36,2026-12-31,receivables,0,online,580-639,A
L001214,B01210,Revolving Credit,269233.74,2024-07-13,0.0666,18,2026-01-04,UCC lien,1,branch,720-759,B
L001215,B00492,Revolving Credit,1200000.0,2024-08-20,0.1146,18,2026-02-11,receivables,1,online,640-679,A
